ImagePath,Layer_1_True,Layer_1_ans,Layer_2_True,Layer_2_ans,Layer_3_True,Layer_3_ans,sub_class,subtwo_class,super_class
ESD@INT@TFT@Cell_20220925_B91W6CD-1-1.jpg,TFT,TFT,INT,INT,ESD,ESD,"['INT', 'UP', 'OP', 'NP']","['ESD', 'FIBER', 'CF DEFECT', 'CF PS DEFORMATION', 'M1-ABNORMAL']","['TFT', 'CF']"
POLYMER@OP@CF@Cell_20220816_B60N1NG-1-3.jpg,CF,CF,OP,OP,POLYMER,POLYMER,"['OP', 'NP', 'INT', 'UP']","['POLYMER', 'CF DEFECT', 'PV-HOLE-T', 'AS-RESIDUE-E', 'M1-ABNORMAL']","['CF', 'TFT']"
AS-RESIDUE-E@NP@TFT@Array_20220803_B74R0SA-1-3.jpg,TFT,TFT,NP,NP,AS-RESIDUE-E,AS-RESIDUE-E,"['NP', 'UP', 'INT', 'OP']","['AS-RESIDUE-E', 'ITO-RESIDUE-T', 'FIBER', 'M1-ABNORMAL', 'ESD']","['TFT', 'CF']"
PV-HOLE-T@NP@TFT@Array_20220706_C92B3F6010CE-1-1.jpg,TFT,TFT,NP,NP,PV-HOLE-T,PV-HOLE-T,"['NP', 'UP', 'OP', 'INT']","['PV-HOLE-T', 'CF REPAIR FAIL', 'FIBER', 'GLASS CULLET', 'PI SPOT-WITH PAR']","['TFT', 'CF']"
PI SPOT-WITH PAR@UP@CF@Cell_20220518_B51Q6GA-1-3.jpg,CF,CF,UP,UP,PI SPOT-WITH PAR,PI SPOT-WITH PAR,"['UP', 'OP', 'INT', 'NP']","['PI SPOT-WITH PAR', 'FIBER', 'CF PS DEFORMATION', 'GLASS BROKEN', 'ESD']","['CF', 'TFT']"
AS-RESIDUE-E@NP@TFT@Array_20220924_B8425CA-1-1.jpg,TFT,TFT,NP,NP,AS-RESIDUE-E,AS-RESIDUE-E,"['NP', 'OP', 'UP', 'INT']","['AS-RESIDUE-E', 'FIBER', 'POLYMER', 'ITO-RESIDUE-T', 'PV-HOLE-T']","['TFT', 'CF']"
FIBER@UP@TFT@Cell_20220824_B8323FE-1-3.jpg,TFT,TFT,UP,UP,FIBER,FIBER,"['UP', 'OP', 'INT', 'NP']","['FIBER', 'POLYMER', 'ITO-RESIDUE-T', 'CF PS DEFORMATION', 'M1-ABNORMAL']","['TFT', 'CF']"
PV-HOLE-T@NP@TFT@Array_20220615_B38D2BC-1-1.jpg,TFT,TFT,NP,NP,PV-HOLE-T,PV-HOLE-T,"['NP', 'OP', 'UP', 'INT']","['PV-HOLE-T', 'CF REPAIR FAIL', 'POLYMER', 'ESD', 'AS-RESIDUE-E']","['TFT', 'CF']"
M1-ABNORMAL@NP@TFT@Array_20221018_BAMT9ME-1-4.jpg,TFT,TFT,NP,NP,M1-ABNORMAL,M1-ABNORMAL,"['NP', 'OP', 'UP', 'INT']","['M1-ABNORMAL', 'PV-HOLE-T', 'ITO-RESIDUE-T', 'CF PS DEFORMATION', 'FIBER']","['TFT', 'CF']"
M1-ABNORMAL@NP@TFT@Array_20220507_B4YY9CR-1-2.jpg,TFT,TFT,NP,NP,M1-ABNORMAL,M1-ABNORMAL,"['NP', 'OP', 'UP', 'INT']","['M1-ABNORMAL', 'PV-HOLE-T', 'ITO-RESIDUE-T', 'AS-RESIDUE-E', 'CF PS DEFORMATION']","['TFT', 'CF']"
LIGHT METAL@UP@CF@Cell_20220912_9H2B7748F0CG-1-3.jpg,CF,CF,UP,UP,LIGHT METAL,LIGHT METAL,"['UP', 'NP', 'OP', 'INT']","['LIGHT METAL', 'ITO-RESIDUE-T', 'CF DEFECT', 'CF PS DEFORMATION', 'PV-HOLE-T']","['CF', 'TFT']"
GLASS CULLET@OP@CF@Cell_20220525_B51T9ZE-1-3.jpg,CF,CF,OP,OP,GLASS CULLET,GLASS CULLET,"['OP', 'NP', 'UP', 'INT']","['GLASS CULLET', 'FIBER', 'CF DEFECT', 'PV-HOLE-T', 'CF REPAIR FAIL']","['CF', 'TFT']"
PI SPOT-WITH PAR@UP@TFT@Cell_20220504_B4QK51D-1-2.jpg,TFT,TFT,UP,UP,PI SPOT-WITH PAR,PI SPOT-WITH PAR,"['UP', 'NP', 'INT', 'OP']","['PI SPOT-WITH PAR', 'POLYMER', 'ESD', 'ITO-RESIDUE-T', 'AS-RESIDUE-E']","['TFT', 'CF']"
PI SPOT-WITH PAR@UP@TFT@Cell_20220726_B4V66CE-1-3.jpg,TFT,TFT,UP,UP,PI SPOT-WITH PAR,PI SPOT-WITH PAR,"['UP', 'INT', 'NP', 'OP']","['PI SPOT-WITH PAR', 'CF DEFECT', 'FIBER', 'ESD', 'AS-RESIDUE-E']","['TFT', 'CF']"
PV-HOLE-T@NP@TFT@Array_20220519_GV2B1388U0EA-1-1.jpg,TFT,TFT,NP,NP,PV-HOLE-T,PV-HOLE-T,"['NP', 'UP', 'INT', 'OP']","['PV-HOLE-T', 'CF PS DEFORMATION', 'FIBER', 'PI SPOT-WITH PAR', 'CF DEFECT']","['TFT', 'CF']"
ESD@INT@TFT@Cell_20220830_C82B7497S0FG-1-1.jpg,TFT,TFT,INT,INT,ESD,ESD,"['INT', 'UP', 'OP', 'NP']","['ESD', 'LIGHT METAL', 'CF PS DEFORMATION', 'CF DEFECT', 'FIBER']","['TFT', 'CF']"
FIBER@UP@TFT@Cell_20220806_B75A6XD-1-3.jpg,TFT,TFT,UP,UP,FIBER,FIBER,"['UP', 'OP', 'NP', 'INT']","['FIBER', 'PV-HOLE-T', 'CF PS DEFORMATION', 'ITO-RESIDUE-T', 'LIGHT METAL']","['TFT', 'CF']"
ITO-RESIDUE-T@NP@TFT@Array_20220723_B70X8YJ-1-3.jpg,TFT,TFT,NP,NP,ITO-RESIDUE-T,ITO-RESIDUE-T,"['NP', 'OP', 'INT', 'UP']","['ITO-RESIDUE-T', 'AS-RESIDUE-E', 'POLYMER', 'CF PS DEFORMATION', 'CF DEFECT']","['TFT', 'CF']"
PV-HOLE-T@NP@TFT@Array_20220730_B72171F-1-4.jpg,TFT,TFT,NP,NP,PV-HOLE-T,PV-HOLE-T,"['NP', 'UP', 'INT', 'OP']","['PV-HOLE-T', 'FIBER', 'ITO-RESIDUE-T', 'LIGHT METAL', 'CF PS DEFORMATION']","['TFT', 'CF']"
GLASS BROKEN@INT@TFT@Cell_20220728_H6CZ1LB-1-2.jpg,TFT,TFT,INT,INT,GLASS BROKEN,GLASS BROKEN,"['INT', 'NP', 'UP', 'OP']","['GLASS BROKEN', 'ESD', 'GLASS CULLET', 'PI SPOT-WITH PAR', 'ITO-RESIDUE-T']","['TFT', 'CF']"
GLASS CULLET@OP@CF@Cell_20221023_B96K0QC-1-4.jpg,CF,CF,OP,OP,GLASS CULLET,GLASS CULLET,"['OP', 'UP', 'INT', 'NP']","['GLASS CULLET', 'LIGHT METAL', 'AS-RESIDUE-E', 'ESD', 'ITO-RESIDUE-T']","['CF', 'TFT']"
CF DEFECT@NP@CF@CF_20220919_B86W2DF-1-3.jpg,CF,CF,NP,NP,CF DEFECT,CF DEFECT,"['NP', 'OP', 'UP', 'INT']","['CF DEFECT', 'CF REPAIR FAIL', 'PV-HOLE-T', 'POLYMER', 'ITO-RESIDUE-T']","['CF', 'TFT']"
CF DEFECT@NP@CF@CF_20220522_B4X10DP-1-2.jpg,CF,CF,NP,NP,CF DEFECT,CF DEFECT,"['NP', 'INT', 'UP', 'OP']","['CF DEFECT', 'CF REPAIR FAIL', 'CF PS DEFORMATION', 'PV-HOLE-T', 'ITO-RESIDUE-T']","['CF', 'TFT']"
PI SPOT-WITH PAR@UP@TFT@Cell_20220509_B4XS3EJ-1-3.jpg,TFT,TFT,UP,UP,PI SPOT-WITH PAR,PI SPOT-WITH PAR,"['UP', 'NP', 'OP', 'INT']","['PI SPOT-WITH PAR', 'AS-RESIDUE-E', 'ITO-RESIDUE-T', 'CF PS DEFORMATION', 'CF REPAIR FAIL']","['TFT', 'CF']"
LIGHT METAL@UP@CF@Cell_20220704_9H2B4ZU8U0AF-1-1.jpg,CF,CF,UP,UP,LIGHT METAL,LIGHT METAL,"['UP', 'NP', 'INT', 'OP']","['LIGHT METAL', 'ITO-RESIDUE-T', 'PI SPOT-WITH PAR', 'POLYMER', 'FIBER']","['CF', 'TFT']"
GLASS CULLET@OP@CF@Cell_20220821_B4QT6RD-1-4.jpg,CF,CF,OP,OP,GLASS CULLET,GLASS CULLET,"['OP', 'NP', 'UP', 'INT']","['GLASS CULLET', 'ITO-RESIDUE-T', 'LIGHT METAL', 'CF DEFECT', 'FIBER']","['CF', 'TFT']"
POLYMER@OP@CF@Cell_20221101_BARJ4EC-1-3.jpg,CF,CF,OP,OP,POLYMER,POLYMER,"['OP', 'INT', 'NP', 'UP']","['POLYMER', 'FIBER', 'M1-ABNORMAL', 'CF PS DEFORMATION', 'PI SPOT-WITH PAR']","['CF', 'TFT']"
FIBER@OP@CF@Cell_20220614_B55A93A-1-3.jpg,CF,CF,OP,OP,FIBER,FIBER,"['OP', 'NP', 'INT', 'UP']","['FIBER', 'CF DEFECT', 'CF PS DEFORMATION', 'ESD', 'GLASS BROKEN']","['CF', 'TFT']"
GLASS BROKEN@INT@TFT@Cell_20220719_H69E9GG-1-3.jpg,TFT,TFT,INT,INT,GLASS BROKEN,GLASS BROKEN,"['INT', 'NP', 'OP', 'UP']","['GLASS BROKEN', 'PV-HOLE-T', 'AS-RESIDUE-E', 'ESD', 'FIBER']","['TFT', 'CF']"
PI SPOT-WITH PAR@UP@TFT@Cell_20220501_B4V811A-1-3.jpg,TFT,TFT,UP,UP,PI SPOT-WITH PAR,PI SPOT-WITH PAR,"['UP', 'NP', 'INT', 'OP']","['PI SPOT-WITH PAR', 'ITO-RESIDUE-T', 'CF PS DEFORMATION', 'ESD', 'LIGHT METAL']","['TFT', 'CF']"
PI SPOT-WITH PAR@UP@CF@Cell_20220519_B51F9DN-1-3.jpg,CF,CF,UP,UP,PI SPOT-WITH PAR,PI SPOT-WITH PAR,"['UP', 'OP', 'INT', 'NP']","['PI SPOT-WITH PAR', 'POLYMER', 'GLASS CULLET', 'GLASS BROKEN', 'M1-ABNORMAL']","['CF', 'TFT']"
PI SPOT-WITH PAR@UP@TFT@Cell_20220524_B50F6QA-1-1.jpg,TFT,TFT,UP,UP,PI SPOT-WITH PAR,PI SPOT-WITH PAR,"['UP', 'NP', 'OP', 'INT']","['PI SPOT-WITH PAR', 'ITO-RESIDUE-T', 'AS-RESIDUE-E', 'LIGHT METAL', 'CF REPAIR FAIL']","['TFT', 'CF']"
PI SPOT-WITH PAR@UP@TFT@Cell_20220830_B2DH9JN-1-3.jpg,TFT,TFT,UP,UP,PI SPOT-WITH PAR,PI SPOT-WITH PAR,"['UP', 'OP', 'INT', 'NP']","['PI SPOT-WITH PAR', 'FIBER', 'ESD', 'CF DEFECT', 'CF PS DEFORMATION']","['TFT', 'CF']"
GLASS BROKEN@INT@TFT@Cell_20220716_H69E9FA-1-1.jpg,TFT,TFT,INT,INT,GLASS BROKEN,GLASS BROKEN,"['INT', 'NP', 'UP', 'OP']","['GLASS BROKEN', 'CF DEFECT', 'ITO-RESIDUE-T', 'ESD', 'PV-HOLE-T']","['TFT', 'CF']"
M1-ABNORMAL@NP@TFT@Array_20220519_B2CK7CR-1-1.jpg,TFT,TFT,NP,NP,M1-ABNORMAL,M1-ABNORMAL,"['NP', 'OP', 'UP', 'INT']","['M1-ABNORMAL', 'PV-HOLE-T', 'ITO-RESIDUE-T', 'AS-RESIDUE-E', 'CF PS DEFORMATION']","['TFT', 'CF']"
FIBER@UP@TFT@Cell_20220523_B4X91TK-1-2.jpg,TFT,TFT,UP,UP,FIBER,FIBER,"['UP', 'OP', 'INT', 'NP']","['FIBER', 'GLASS BROKEN', 'LIGHT METAL', 'ITO-RESIDUE-T', 'CF PS DEFORMATION']","['TFT', 'CF']"
CF REPAIR FAIL@NP@CF@CF_20220926_B85X4DL-1-3.jpg,CF,CF,NP,NP,CF REPAIR FAIL,CF REPAIR FAIL,"['NP', 'INT', 'UP', 'OP']","['CF REPAIR FAIL', 'M1-ABNORMAL', 'ITO-RESIDUE-T', 'AS-RESIDUE-E', 'GLASS BROKEN']","['CF', 'TFT']"
POLYMER@OP@CF@Cell_20221009_B9767QH-1-3.jpg,CF,CF,OP,OP,POLYMER,POLYMER,"['OP', 'INT', 'NP', 'UP']","['POLYMER', 'FIBER', 'M1-ABNORMAL', 'PV-HOLE-T', 'AS-RESIDUE-E']","['CF', 'TFT']"
ESD@INT@TFT@Cell_20220811_BAU69J0-1-1.jpg,TFT,TFT,INT,INT,ESD,ESD,"['INT', 'NP', 'UP', 'OP']","['ESD', 'PV-HOLE-T', 'ITO-RESIDUE-T', 'FIBER', 'CF PS DEFORMATION']","['TFT', 'CF']"
LIGHT METAL@UP@CF@Cell_20221101_BAR41DR-1-4.jpg,CF,CF,UP,UP,LIGHT METAL,LIGHT METAL,"['UP', 'NP', 'INT', 'OP']","['LIGHT METAL', 'POLYMER', 'PV-HOLE-T', 'M1-ABNORMAL', 'GLASS BROKEN']","['CF', 'TFT']"
CF DEFECT@NP@CF@CF_20220612_B13J32M-1-2.jpg,CF,CF,NP,NP,CF DEFECT,CF DEFECT,"['NP', 'INT', 'OP', 'UP']","['CF DEFECT', 'PV-HOLE-T', 'CF REPAIR FAIL', 'POLYMER', 'GLASS CULLET']","['CF', 'TFT']"
GLASS BROKEN@INT@TFT@Cell_20221018_B65M3US-1-1.jpg,TFT,TFT,INT,INT,GLASS BROKEN,GLASS BROKEN,"['INT', 'NP', 'UP', 'OP']","['GLASS BROKEN', 'ITO-RESIDUE-T', 'LIGHT METAL', 'AS-RESIDUE-E', 'GLASS CULLET']","['TFT', 'CF']"
PI SPOT-WITH PAR@UP@TFT@Cell_20220524_B51J7HK-1-1.jpg,TFT,TFT,UP,UP,PI SPOT-WITH PAR,PI SPOT-WITH PAR,"['UP', 'OP', 'NP', 'INT']","['PI SPOT-WITH PAR', 'ITO-RESIDUE-T', 'CF REPAIR FAIL', 'GLASS BROKEN', 'CF PS DEFORMATION']","['TFT', 'CF']"
POLYMER@OP@CF@Cell_20220721_BCKR8RG-2-4.jpg,CF,CF,OP,OP,POLYMER,POLYMER,"['OP', 'INT', 'NP', 'UP']","['POLYMER', 'FIBER', 'CF PS DEFORMATION', 'M1-ABNORMAL', 'GLASS BROKEN']","['CF', 'TFT']"
PV-HOLE-T@NP@TFT@Array_20220726_B2ET3WQ-1-3.jpg,TFT,TFT,NP,NP,PV-HOLE-T,PV-HOLE-T,"['NP', 'UP', 'OP', 'INT']","['PV-HOLE-T', 'M1-ABNORMAL', 'CF REPAIR FAIL', 'POLYMER', 'ESD']","['TFT', 'CF']"
PV-HOLE-T@NP@TFT@Array_20220519_GV2B1388U0JA-2-3.jpg,TFT,TFT,NP,NP,PV-HOLE-T,PV-HOLE-T,"['NP', 'UP', 'INT', 'OP']","['PV-HOLE-T', 'CF PS DEFORMATION', 'FIBER', 'ITO-RESIDUE-T', 'ESD']","['TFT', 'CF']"
PI SPOT-WITH PAR@UP@TFT@Cell_20220501_B4V811A-1-4.jpg,TFT,TFT,UP,UP,PI SPOT-WITH PAR,PI SPOT-WITH PAR,"['UP', 'NP', 'OP', 'INT']","['PI SPOT-WITH PAR', 'ITO-RESIDUE-T', 'FIBER', 'LIGHT METAL', 'AS-RESIDUE-E']","['TFT', 'CF']"
POLYMER@OP@CF@Cell_20220515_B4XZ4WA-1-4.jpg,CF,CF,OP,OP,POLYMER,POLYMER,"['OP', 'NP', 'INT', 'UP']","['POLYMER', 'M1-ABNORMAL', 'CF DEFECT', 'PV-HOLE-T', 'CF PS DEFORMATION']","['CF', 'TFT']"
ESD@INT@TFT@Cell_20220717_B70Z4FA-1-3.jpg,TFT,TFT,INT,INT,ESD,ESD,"['INT', 'NP', 'OP', 'UP']","['ESD', 'ITO-RESIDUE-T', 'CF PS DEFORMATION', 'FIBER', 'CF REPAIR FAIL']","['TFT', 'CF']"
POLYMER@OP@TFT@Cell_20220717_B56L8VQ-1-3.jpg,TFT,TFT,OP,OP,POLYMER,POLYMER,"['OP', 'UP', 'INT', 'NP']","['POLYMER', 'FIBER', 'PI SPOT-WITH PAR', 'LIGHT METAL', 'AS-RESIDUE-E']","['TFT', 'CF']"
ESD@INT@TFT@Cell_20220809_842B712420GH-1-1.jpg,TFT,TFT,INT,INT,ESD,ESD,"['INT', 'NP', 'UP', 'OP']","['ESD', 'PV-HOLE-T', 'CF PS DEFORMATION', 'GLASS CULLET', 'ITO-RESIDUE-T']","['TFT', 'CF']"
CF REPAIR FAIL@NP@CF@CF_20220710_CG2B4VR5P0CC-1-1.jpg,CF,CF,NP,NP,CF REPAIR FAIL,CF REPAIR FAIL,"['NP', 'UP', 'OP', 'INT']","['CF REPAIR FAIL', 'LIGHT METAL', 'PV-HOLE-T', 'AS-RESIDUE-E', 'ITO-RESIDUE-T']","['CF', 'TFT']"
CF PS DEFORMATION@NP@CF@CF_20220627_B61N8NW-1-1.jpg,CF,CF,NP,NP,CF PS DEFORMATION,CF PS DEFORMATION,"['NP', 'OP', 'UP', 'INT']","['CF PS DEFORMATION', 'CF DEFECT', 'FIBER', 'PV-HOLE-T', 'GLASS CULLET']","['CF', 'TFT']"
CF PS DEFORMATION@NP@CF@CF_20220722_CG2B70R2A0LB-1-3.jpg,CF,CF,NP,NP,CF PS DEFORMATION,CF PS DEFORMATION,"['NP', 'UP', 'OP', 'INT']","['CF PS DEFORMATION', 'FIBER', 'M1-ABNORMAL', 'PV-HOLE-T', 'GLASS BROKEN']","['CF', 'TFT']"
CF REPAIR FAIL@NP@CF@CF_20220511_B4UC6CA-1-1.jpg,CF,CF,NP,NP,CF REPAIR FAIL,CF REPAIR FAIL,"['NP', 'OP', 'UP', 'INT']","['CF REPAIR FAIL', 'FIBER', 'CF PS DEFORMATION', 'POLYMER', 'M1-ABNORMAL']","['CF', 'TFT']"
FIBER@UP@TFT@Cell_20221016_B65Y5EJ-1-3.jpg,TFT,TFT,UP,UP,FIBER,FIBER,"['UP', 'NP', 'INT', 'OP']","['FIBER', 'POLYMER', 'ESD', 'GLASS CULLET', 'CF REPAIR FAIL']","['TFT', 'CF']"
CF PS DEFORMATION@NP@CF@CF_20220914_CA2B819110HA-1-3.jpg,CF,CF,NP,NP,CF PS DEFORMATION,CF PS DEFORMATION,"['NP', 'UP', 'INT', 'OP']","['CF PS DEFORMATION', 'PV-HOLE-T', 'FIBER', 'ITO-RESIDUE-T', 'AS-RESIDUE-E']","['CF', 'TFT']"
LIGHT METAL@UP@CF@Cell_20220525_B4XC0UF-1-4.jpg,CF,CF,UP,UP,LIGHT METAL,LIGHT METAL,"['UP', 'NP', 'OP', 'INT']","['LIGHT METAL', 'ITO-RESIDUE-T', 'CF PS DEFORMATION', 'FIBER', 'GLASS CULLET']","['CF', 'TFT']"
POLYMER@OP@CF@Cell_20221027_BAL61ER-1-3.jpg,CF,CF,OP,OP,POLYMER,POLYMER,"['OP', 'INT', 'NP', 'UP']","['POLYMER', 'FIBER', 'M1-ABNORMAL', 'PV-HOLE-T', 'CF PS DEFORMATION']","['CF', 'TFT']"
PV-HOLE-T@NP@TFT@Array_20220502_B4R89AB-2-1.jpg,TFT,TFT,NP,NP,PV-HOLE-T,PV-HOLE-T,"['NP', 'OP', 'UP', 'INT']","['PV-HOLE-T', 'ITO-RESIDUE-T', 'FIBER', 'PI SPOT-WITH PAR', 'AS-RESIDUE-E']","['TFT', 'CF']"
PV-HOLE-T@NP@TFT@Array_20221014_B9790BA-1-4.jpg,TFT,TFT,NP,NP,PV-HOLE-T,PV-HOLE-T,"['NP', 'UP', 'OP', 'INT']","['PV-HOLE-T', 'ITO-RESIDUE-T', 'CF REPAIR FAIL', 'FIBER', 'ESD']","['TFT', 'CF']"
CF REPAIR FAIL@NP@CF@CF_20220623_9H2B4ZV5J0EC-1-1.jpg,CF,CF,NP,NP,CF REPAIR FAIL,CF REPAIR FAIL,"['NP', 'OP', 'UP', 'INT']","['CF REPAIR FAIL', 'M1-ABNORMAL', 'GLASS CULLET', 'PV-HOLE-T', 'POLYMER']","['CF', 'TFT']"
CF REPAIR FAIL@NP@CF@CF_20221027_BAQ36HC-1-3.jpg,CF,CF,NP,NP,CF REPAIR FAIL,CF REPAIR FAIL,"['NP', 'OP', 'UP', 'INT']","['CF REPAIR FAIL', 'CF PS DEFORMATION', 'M1-ABNORMAL', 'PV-HOLE-T', 'POLYMER']","['CF', 'TFT']"
CF DEFECT@NP@CF@CF_20220818_9H2B64L6U0FC-1-3.jpg,CF,CF,NP,NP,CF DEFECT,CF DEFECT,"['NP', 'INT', 'UP', 'OP']","['CF DEFECT', 'CF REPAIR FAIL', 'PV-HOLE-T', 'ITO-RESIDUE-T', 'PI SPOT-WITH PAR']","['CF', 'TFT']"
PV-HOLE-T@NP@TFT@Array_20220913_B8472QF-1-3.jpg,TFT,TFT,NP,NP,PV-HOLE-T,PV-HOLE-T,"['NP', 'UP', 'INT', 'OP']","['PV-HOLE-T', 'AS-RESIDUE-E', 'ITO-RESIDUE-T', 'LIGHT METAL', 'POLYMER']","['TFT', 'CF']"
POLYMER@OP@CF@Cell_20221011_B96W6MG-1-3.jpg,CF,CF,OP,OP,POLYMER,POLYMER,"['OP', 'INT', 'NP', 'UP']","['POLYMER', 'FIBER', 'M1-ABNORMAL', 'PI SPOT-WITH PAR', 'ESD']","['CF', 'TFT']"
GLASS BROKEN@INT@TFT@Cell_20221026_BALH32D-1-1.jpg,TFT,TFT,INT,INT,GLASS BROKEN,GLASS BROKEN,"['INT', 'UP', 'NP', 'OP']","['GLASS BROKEN', 'PI SPOT-WITH PAR', 'ESD', 'FIBER', 'PV-HOLE-T']","['TFT', 'CF']"
PI SPOT-WITH PAR@UP@CF@Cell_20220924_B83Y0JH-1-3.jpg,CF,CF,UP,UP,PI SPOT-WITH PAR,PI SPOT-WITH PAR,"['UP', 'OP', 'INT', 'NP']","['PI SPOT-WITH PAR', 'FIBER', 'CF REPAIR FAIL', 'GLASS BROKEN', 'POLYMER']","['CF', 'TFT']"
PV-HOLE-T@NP@TFT@Array_20220614_B4UT8YH-1-1.jpg,TFT,TFT,NP,NP,PV-HOLE-T,PV-HOLE-T,"['NP', 'UP', 'INT', 'OP']","['PV-HOLE-T', 'FIBER', 'CF REPAIR FAIL', 'ESD', 'M1-ABNORMAL']","['TFT', 'CF']"
ESD@INT@TFT@Cell_20220925_B91X53Q-1-1.jpg,TFT,TFT,INT,INT,ESD,ESD,"['INT', 'UP', 'OP', 'NP']","['ESD', 'FIBER', 'CF DEFECT', 'CF PS DEFORMATION', 'GLASS CULLET']","['TFT', 'CF']"
GLASS BROKEN@INT@TFT@Cell_20220809_842B7119R0FB-1-1.jpg,TFT,TFT,INT,INT,GLASS BROKEN,GLASS BROKEN,"['INT', 'NP', 'UP', 'OP']","['GLASS BROKEN', 'CF REPAIR FAIL', 'ESD', 'PV-HOLE-T', 'FIBER']","['TFT', 'CF']"
ITO-RESIDUE-T@NP@TFT@Array_20220612_B4ZQ91D-1-2.jpg,TFT,TFT,NP,NP,ITO-RESIDUE-T,ITO-RESIDUE-T,"['NP', 'INT', 'OP', 'UP']","['ITO-RESIDUE-T', 'AS-RESIDUE-E', 'CF PS DEFORMATION', 'ESD', 'CF DEFECT']","['TFT', 'CF']"
PI SPOT-WITH PAR@UP@CF@Cell_20220518_B52F3KL-1-3.jpg,CF,CF,UP,UP,PI SPOT-WITH PAR,PI SPOT-WITH PAR,"['UP', 'OP', 'INT', 'NP']","['PI SPOT-WITH PAR', 'POLYMER', 'GLASS CULLET', 'M1-ABNORMAL', 'ESD']","['CF', 'TFT']"
POLYMER@OP@CF@Cell_20220811_B71K63D-1-3.jpg,CF,CF,OP,OP,POLYMER,POLYMER,"['OP', 'INT', 'NP', 'UP']","['POLYMER', 'FIBER', 'M1-ABNORMAL', 'CF PS DEFORMATION', 'CF DEFECT']","['CF', 'TFT']"
GLASS CULLET@OP@CF@Cell_20220718_B56M5L2-1-1.jpg,CF,CF,OP,OP,GLASS CULLET,GLASS CULLET,"['OP', 'NP', 'UP', 'INT']","['GLASS CULLET', 'POLYMER', 'LIGHT METAL', 'ITO-RESIDUE-T', 'PV-HOLE-T']","['CF', 'TFT']"
FIBER@OP@CF@Cell_20221009_B85X63B-1-3.jpg,CF,CF,OP,OP,FIBER,FIBER,"['OP', 'INT', 'NP', 'UP']","['FIBER', 'POLYMER', 'CF DEFECT', 'GLASS BROKEN', 'CF PS DEFORMATION']","['CF', 'TFT']"
GLASS BROKEN@INT@TFT@Cell_20220801_B71N64L-1-1.jpg,TFT,TFT,INT,INT,GLASS BROKEN,GLASS BROKEN,"['INT', 'UP', 'OP', 'NP']","['GLASS BROKEN', 'CF PS DEFORMATION', 'CF REPAIR FAIL', 'PI SPOT-WITH PAR', 'PV-HOLE-T']","['TFT', 'CF']"
POLYMER@OP@CF@Cell_20220614_B55G2LB-1-3.jpg,CF,CF,OP,OP,POLYMER,POLYMER,"['OP', 'NP', 'INT', 'UP']","['POLYMER', 'FIBER', 'M1-ABNORMAL', 'CF DEFECT', 'PI SPOT-WITH PAR']","['CF', 'TFT']"
PI SPOT-WITH PAR@UP@CF@Cell_20220523_B51F9SM-1-3.jpg,CF,CF,UP,UP,PI SPOT-WITH PAR,PI SPOT-WITH PAR,"['UP', 'INT', 'NP', 'OP']","['PI SPOT-WITH PAR', 'M1-ABNORMAL', 'POLYMER', 'GLASS BROKEN', 'LIGHT METAL']","['CF', 'TFT']"
CF REPAIR FAIL@NP@CF@CF_20220728_B65K84C-1-3.jpg,CF,CF,NP,NP,CF REPAIR FAIL,CF REPAIR FAIL,"['NP', 'OP', 'UP', 'INT']","['CF REPAIR FAIL', 'CF PS DEFORMATION', 'FIBER', 'POLYMER', 'PI SPOT-WITH PAR']","['CF', 'TFT']"
M1-ABNORMAL@NP@TFT@Array_20221009_B83X5FL-1-4.jpg,TFT,TFT,NP,NP,M1-ABNORMAL,M1-ABNORMAL,"['NP', 'OP', 'INT', 'UP']","['M1-ABNORMAL', 'PV-HOLE-T', 'ITO-RESIDUE-T', 'CF PS DEFORMATION', 'AS-RESIDUE-E']","['TFT', 'CF']"
POLYMER@OP@CF@Cell_20220803_B4ST0MG-1-3.jpg,CF,CF,OP,OP,POLYMER,POLYMER,"['OP', 'INT', 'UP', 'NP']","['POLYMER', 'FIBER', 'M1-ABNORMAL', 'PI SPOT-WITH PAR', 'ESD']","['CF', 'TFT']"
PV-HOLE-T@NP@TFT@Array_20220527_B4PH2VD-1-1.jpg,TFT,TFT,NP,NP,PV-HOLE-T,PV-HOLE-T,"['NP', 'UP', 'OP', 'INT']","['PV-HOLE-T', 'FIBER', 'ITO-RESIDUE-T', 'LIGHT METAL', 'POLYMER']","['TFT', 'CF']"
CF REPAIR FAIL@NP@CF@CF_20220714_B64S22M-1-3.jpg,CF,CF,NP,NP,CF REPAIR FAIL,CF REPAIR FAIL,"['NP', 'UP', 'INT', 'OP']","['CF REPAIR FAIL', 'CF PS DEFORMATION', 'M1-ABNORMAL', 'PI SPOT-WITH PAR', 'ITO-RESIDUE-T']","['CF', 'TFT']"
CF DEFECT@NP@CF@CF_20220830_B8498AT-1-3.jpg,CF,CF,NP,NP,CF DEFECT,CF DEFECT,"['NP', 'UP', 'INT', 'OP']","['CF DEFECT', 'FIBER', 'ITO-RESIDUE-T', 'PV-HOLE-T', 'AS-RESIDUE-E']","['CF', 'TFT']"
